text,label
beş yıldız özellikle çocugumun çamasırlarında kullanmaya devam edıcem mis gibi zararsız oldugunu dusunuyorum,2
dört yıldız bu sıvı deterjanlar yaygınlaştığından beri elim hiç toz detarjana gitmiyor alışverişlerde bence düşünülenin aksine ekonomik ve sorunsuz temizlik sağlıyor artık ayrıca leke çıkarıcı da kullnmıyorum lekeye önce biraz sıvı deterjan döküp sonra makineye atıyorum sonuç tam da istediği gibi oluyor tavsiye ederim,2
kaliteli ve günlük kullanımı için ideal oldukça kaliteli ve makinalarda sorunsuz kullanım sağlayan güzel bir ürün piyasa fiyatına göre uygun sayılır ve kapınıza kadar getiriyorlar normalde dışarıdan alsanız taşıması bile problem olur,1
mukemmel kesinlikle tavsiye ederim orjinal kaliteli silikon yalniz dikkat edin yuksek yastik tam dolgu 950 gr ben esime aldim kendimede 650 gramini aldim yattim uyuya kalmisim bugun super tum emegi gecenlere tesekkur ederim bir efsaneydi efsaneydi senle beraber olmak,2
fena değil ürünü alalı 6 ay oldu çok sık kullanılmamasına rağmen bozuldu hemen tamir ettirebildik ama hoş olmadı ses kalitesi fena değil malzeme kalitesiz,1
çokkaliteli bir üründür en iyi en kaliteli bez bebeğim doğduğundan beri prima kullanıyoruz kaliteli bir ürün yeni aktif bebekteki parfüm,2
bebek odaları için uygun değil çok kötü bir kokusu var yıkamayla çıkmayan ağır bir koku mevcut bebek odaları için kesinlikle uygun değil astım allerjik hassas kişiler içinde uygun değil koku o kadar yoğun ve rahatsız ediciki insanı tıkıyor siyah ve gri aldım ikisinide kaldırdım kullanmıyorum perde ışık geçirmiyor satıcı zamanında gönderdi fakat boya kokusu çok kötü bu tip ürünleri görerek almak gerekliymiş,0
bir yıldız dark değil mi dinlen dinlen kaç 2 telefon aldım servis berbat,0
üç yıldız ürün genel olarak iyi fakat mikrofon sesi neredeyse yok denecek kadar az ve ekolu,1
tavsiye fiyatina gore oldukca kaliteli emziren annelere tavsiyemdir,2
ben pek başarılı bulmadım yeni aveo hb aracıma taktım ama öyle pek ahım şahım bir fark göremedim yinede indirim olduğunda alınabilir en azından philips standartlarında,2
benim için gerçek bir hayalkırıklığı oldu fragmanını izledikten sonra filmi izledim gerçekten skandal bir film yapmışlar bluray alacaksanız diğer belgesel veya filmlere bakarak başka tercihlerde bulunun derim,0
dergi dergi elime yeni geçti okumaya fırsatım olmadı lakin kapağı olsun baskı kalitesi olsun çok iyi itiraz yok hepsiburada ailesine teşekkürler sadık çetin,2
beş yıldız ürüniyi çok beğendim herkese tavsiye ederim,2
bozuk almayın jakında sorun vardı sürekli cızırdıyordu oynayınca da zar zor düzeliyordu kendi kendine devre dışı kalıyordu ses kalitesi orta seviyede bile dandik kulaklıklardan hallice ses yalıtımı sıfır dışarıdaki tüm sesleri duyuyorsunuz bu yüzden bası hissedemiyorsunuz doğal olarak yüksek hz deki sesleri duyuyor düşükleri duyamıyorsunuz sesi yükselttiğinizde ise tam bir kaos oluyor,0
üç yıldız makinam bozulfuğu için bir süredir bulaşıkları elde yıkıyorum temizlik ve yağ çözme mükemmel ama ellerimde egzama yaptı,1
üç yıldız birkaç farklı ürün denedim ama hepsinde de aynı sonuç oldu bebeğim eliyle tutup azıcık güç kullanıp çıkartabiliyor yapışkanlarının 3m olması sonucu değiştirmiyor galiba,1
şarj sorunlu ses ortalama ses kalitesi ortalama ancak şarjı söylendiği gibi 8 saat değil 2 saat belki gidiyor kullanılmadığında kapatılması önemli,1
fena değil ürün elime ulaştı ben baskı sanıyordumama değilmiş normal resimli kağıdı üzerine yapistirmislar fiyat olarak biraz daha düşük olabilirdi,1
dört yıldız gayet başarılı,2
maalesef kötü maalesef umduğum bu değildi dediğim bir kitap oldu,0
bir yıldız kullanışsız ttech ürünleri daha mantıklı boşuna para vermeyin,0
memnuniyet doğum öncesi ve doğum sonrası olmak üzeregerek göstermiş olduğunuz ilgi gerekse ürünün kalitesi biz ailelerin takdirini toplamaktadır ürünlerinizi kafamızda herhangi bir soru işareti olmadan güven içinde rahatlıkla kullanabiliyoruz ve tüm ailelere gönül rahatlığıyla tavsiye ediyoruz vermiş olduğunuz hizmet için tekrar teşekkür ederiz,2
orta halli bir urun kumasi guzelbel destegi sabityan kolcaklari monte edilmis geldiginden memnun olmadim onlari kullanmak istemiyordum sandalyenin eni dar oldugundan kolcaklarla rahatsiz oluyor urun kullanilmamis temiz,1
kalitesi fiyatının altında paketlemesi güzel kargosu sağlam gelmesine karşın küçük olan kanatta amortisör yok büyük kanatların olduğu yerde dikey bir bölme ve yatay bir raf daha olmalıydı o kısmın içi tamamen boş birleştirme vidaları alyanlı daha sağlam olanlar yerine normal matkapla sıkılanlardan çıktı biz bir marangoza ilave raf kestirdik işte böyle,1
çok güzel çok güzel 2 tane aldım karo süper hızlı 36 saatte iğdır gibi uzak bir yere geldi teşekkürler hepsi burada,2
beş yıldız çok güzel bir ürün kızım çok beğendi tavsiye edilir,2
beğenmedim çalışan bayanlara göre hiç uygun değil akşama misafir gelecek hemen evi çektiriyim kenara bırakıp diğer işlerimi yaparım diye birşey yok çektirip birkenara bir saatte olsa bırakamıyorsunuz kokuyor suyunu boşaltıp temizlemeden bırakmamanız lazım özellikle kokuya hassas kişiyseniz bi 15 dk alıyor temizlemeniz için çalkalayıp bırakma diye bir şey yok öyl basit değil kokmaması için deterjanla yıkayıp kuruması içinde bir kenara bırakacaksınızki kokmasın aldım iki kez kullandım gectim öbür az çekim olan makinama oh dedim,0
kesinliktevasat bir ürün 2 tane aldım hiçbir faydası yok boşuna para verip almayın,0
üç yıldız üründe bir sıkıntı yok ama çok şiddetli disk döndürüyor,1
bir yıldız bebeğim doğduğundan beri prima kullanıyorum ilk kez bu aldığım prima bebeğime alerji yaptı ve sızdırma yaptı mısır üretimli ürün olduğundan kalitesi çok daha farklı kesinlikle almayınız tavsiye etmiyorum mısır üretimli ürün sebebiyle böyle olduğunu düşünüyorum,0
bir yıldız 2 adet nedir acaba 2 set diye düşünüp sipariş ettim 2 adet i kim ne yapsın ki zaten kırıldıgı zaman set olarak değişiyor,0
rahat ve kolaylık sağladı hem kayma problemi yok hem tuvalet alışkanlığı sağladı hem çok rahat teşekkür ederim prima,2
kalite tesadüf değildir prima ile ilk hastanede verilen paket ile başladık bir ara zorunlu sebepten dolayı değiştirmek zorunda kaldık ama değiştirdiğimiz de primanın ne kadar kaliteli olduğunu anladık minik kızıma prima kullanıyoruz çok memnunuz teşekkürler prima,2
tek basina tek başına olduğundan galiba çok etkilemedi ama fiyat performans orta bunun gece serum ve göz altı alınırsa sanki daha iyi gibi,1
firma hızı firmaya zamanında kargolama yaptığı için teşekkür ederim ürün beklediğim gibi normal yürüyüş çantası üst düzey bir performans beklenmemeli işimi görüyor,1
salcano alırken tekrar düşünün bu ürünün aynısıni farklı bir alışveriş sitesi üzerinden almıştım ürün yaklaşık olarak 6 ay gibi bir süre sonra direksiyonun nikelaj kaplı yerleri paslanmaya başladı bende salcano ile iletişime geçip durumu anlattım bana paslanma sebebinin bulunduğum yerin coğrafi yapısı ile ilgili olduğunu belirtip hiç bir şekilde mağduriyetimi gidermediler yapabilecekleri birşey olmadığını söylediler bu arada oturduğum şehirde bursa benden salcano alacak arkadaşlara uyarı,2
fiyat performans en iyi ürün berbat yazan niye yazar anlamış değilim adsl den vdsl e geçerken modem değiştirmek zorunda olduğum için aldım rus dlink sitesinden son firmware i yükledim ev içinde wireless çekiminden memnunum önceki modemde güya 5db anten vardı bu ondan çok daha iyi fiyatına göre en iyi ürün bence turk net ile kullanıyorum tavsiye ederim gönül rahatlığıyla,0
yüz üzerinden 20 veriyorum bir ingilizce öğretmeni olarak bu kadar kötü anlatımlı bir set daha görmediğimi belirtmek isterim setin belli bölümlerini anlatan erkek öğretmen arkadaş okan bayülgenin programında alay konusu edilmişti i̇şte böyle bir set ders süreleri boyunca işlenen örnekler de çok az daha fazla örnek olmalı konular tam anlaşılır değil bazı konuları birkaç bölüme ayırmaları gerekirken hepsini belli bir süreye sığdırmaya çalışmışlar,0
beş yıldız bu fiyata 2 adet markasız traş jeli bile almak zorken gillette mach3 serisi jel almış oluyorsunuz daha önce de kullanıyordum memnunum,2
malesef olumlu yanlarıkasası oldukca kaliteli ve saglamgörünüşü iyitermostati gayet güzel çalışıyorolumsuz yanlarıtaşıma kulpu yok hatta tek elle üstten tutması oldukça zor epey sesli çalışıyor hatta bazen motorunda yataklarda olan bosluklardan tikirti sesi geliyor sonuc olarak bu fiyata cok daha kaliteli ve sessiz olmasini beklerdim fakat malesef bu fanlarin çoğunda ayni sıkıntılar var,2
etkili bir ürün oldukça etkili bir ürün elimde ürün yeterli olmadığı için yeni bir menzil genişleticiye ihtiyacım oldu ürün özellikleri sizin ortamınız için uygunsa alabilirsiniz,1
mükemmel bir ürün serinin en iyi filmlerinden biri diğeri de zaten bu filmin ikinci partı oluyor oyuncuların set ekibinin artık tamamen profesyonel olduğunun kanıtı bu filmde görülüyor,2
kesinlikle kesinlikle prima kullanmalısınız kuruluk rahatlık ve huzur istiyorsanız denemelisiniz,2
adrese tesli̇m nedemek ürün aras kargo şubesine geleli 4 gün oldu alışverişimiz adrese teslim olmasına rağmen şubeden alın diyorlar sorunum henüz çözülmedi ürünü bilmem fakat gönderi berbat tek yıldız ürüne değil kargo şirketine,0
hayal kırıklığı ışığı fena değil ancak karanlık sensörü facia sensöre fener tuttuğum zaman kapanıyor ancak normal bir gün ışığı ile kapanmıyor,0
dört yıldız kargo ve paketlemeye özen gösterılmış,2
harika öncelikle samsung müşteri hizmetlerine çok çook tesekkurlerimi sunarım tv nin kurulum kaydını yaptıktan sonra servis aramadı nerden hangi servis gelecek bir türlü aramamıştı ve tekrar müşteri hizmetlerine baglandım durumu anlattım durumun aciliyeti ileticem dedi ve çok yardımcı oldular sağolsunlar sonra servis bilgilerini telefonuma mesaj olarak attı konuştuğum bayan ben servisi aradım ne dese iyi bir hafta sonra gelebiliriz dedi ben tabi çok uzun bir süre neden falan desemde programımız dedi ve görüşme bu şekilde bittiben tekrar samsung mş hizmetlerini aradım durumu tekrar anlattım benimle konuşan bayan ben ilgilenicem efendim bu gün tv niz kurulacak dedi ve ardından hemen servis aradı ben şaşırdım t bi ve geldiler tv nin kurulumunu yaptılar tekrar çok teşekürler samsung tv ye gelince ben çok beğendim daha önce sonyve lg de kullandım samsung başka görüntüve ses mükemmel,2
çalışma problemi ürünü aldım 1 hafta kullandım sıkıntı yoktu ama youtube ve netflix izlerken takılı kalıyor cihazın komple fişten çekmeden kendine gelmiyor sürekli aynı hatayı veriyor ürünü iade etmek istiyorum,0
işe yarıyor bebeğimiz meme tutmadığından sıkıntı yaşıyorduk bu pompa sayesinde en azından anne sütünden mahrum olmuyor basit ama işe yarar bir pompa,0
harika hepsiburada dan yaklaşık 2 5 yıl önce almıştım hiçbir sorunla karşılaşmadım çok güzel filtre kahve yapıyor kendinden filtreli olması büyük artı canım kahve makinam,2
gerçek rahatlık uzun süre takib ettim bu zamanda hesap yapmak gerek fıtıklarım var 2 aydır aldım rahat etim teşekürler,2
uzun yıllar bu üründen 1 takım ben de almıştım zaman içerisinde kullanıma bağlı olmaksızın deforme oluyor ancak fiyatına göre iş görür ve tercih edilebilir bir kere uzun yola gidip gelseniz ve sonra atsanız bile verdiğiniz paraya acımazsınız,1
üç yıldız incirle ilgili bir tat alamadım,1
uygun fiyat ve koruma kanatlı kaliteli narin ve koruma kanatlı sektöründe lider inceliği emiciliği çok iyi çocuğumuz rahat,2
emeği geçen herkeze teşekkür ederim ürün resimde görüldüğü gibi gayet kullanisli ve guzel canta arayipta acaba diyen arkadaslar varsa dusunmeden ala bilirler gayet kaliteli ve guzel ürun cuma aksami siparis verdim pazartesi öglen bana ulasti gercekteharika emegi gecen herkeze tesekkur ederim basarilarinizin devamini dilerim,2
idare eder okulsporları için aldım şimdilik öğrencilerimin işine yarıyor çok hafif 4 adet aldım bi 4 adet daha sipariş vermeyi düşünüyorum,1
i̇ki yıldız kutunun tam yarısı boş büyük bir kutu ile ürün içeriğe göre daha kapsamlı gösterilmeye çalışılmış resim ve baskı kalitesi vasat,0
güzell çok beğendim gömleği tşkler hepsiburada,2
bu fiyata arzum kalites tartışılmaz ürünü anneme hediye olarak aldım kendisi çok memnun oldu kullanım olarak çok basit ve çok işe yarar bir ürün tavsiye ederim,0
harika ürün güzel hepsiburada daha güzel ve güvenli,2
bir yıldız beğenmedim fiyat pahalı,0
okumadım ama çok kötü bugün elime geçti oniki sayfa okuyabildim hiç beğenmedim,0
üç yıldız ariel ile mükemmel sonuçlar elde ediyorum çamaşırlarım her zaman tertemiz çıkıyor lekelerden asla korkmuyorum,1
kullanışlı ve rahat bebeğim için hem rahat hem çok kullanisli sızdırma konusunda daha etkili olduğunu düşünüyorum,2
talimat yok ürünün nasıl monte edileceğinin talimati yoktu kendiniz anlamaya calısıyorsunuz yaklasık 2 saat suruyor vıdaların takılacagı yerlerın delıklerı acılmamıs halıyle onuda yamultmadan vs halletmenız gerekıyor urun ayrıca kucuk olculerine dikkat edin vidaların bazıları uzun bazıları kısa cok kaliteli bir ürün diyemicem,2
mükemmel ürün kısa sürede ürün elimize ulaştı kurulum sonrası çamaşırlarımızı yıkadım ve inanılmaz sessiz bir ürün herkese tavsiye ederim teşekkürler hepsiburada,2
beş yıldız hızlı gönderim,2
ürün çok kaliteli ben şahin arabama aldım 10 cm uzun geldi makas yardımı ile kestim hemen yapıştırdım bantlarıda çok kaliteli ürün güzel düşünmeden bu fiyata alın derim kargoda hızlı teşekkürler bu hizmeti veren firmalara,2
alacaklara ben aldım çok ahım şahım bişey değil kötü de değil ama tavsiye edilcek derecesi yok,0
sıradan sıradan kalite sıradan ürün g502 de aynı zaten ağırlık hikayesi var sadece g402 eli büyük olanlar için öneriliyormuş ama sadece muş yorumlara aldanıp aldım ellerim aşırı büyük değil ama her yerde bulunan sıradan maus etkisi ve konforu verdi keşke everest alsaydım paramın büyük kısmı cüzdanımda kalırdı en azından artısı yok belki oyun içi 1 2 tuşa atama yapıp tatmin olunur bu kadar,1
şık ve güzel güzel bir ürün sapı tutuşa uygun elden kaçmayacak şekilde tasarımı var belde taşıma kılıfı ile geldi kaliteli olmasa da iş görür uzun süreli kullanımlarda eli yoracak şekilde ağır bir ürün kamp ve hobi kullanıma uygun diye düşünüyorum,1
rezalet ben böyle dandik ürün görmedim kesinlikle sipariş etmenizi tavsiye etmem,0
dark 13quot 42quot hareketli ve katlanabilir duvar tipitv askı aparatı dkacvt34 almış olduğum duvar tipi askı aparatı uzerinde 13 42 tv lere uygun yazdığı halde 42 phılıps tv ye kesinlikle uyumlu değil ayrıca boyu çok kısa ve uzatması olmadığından hareket kabiliyeti yok ve bu yüzden montajıda zor geri iade etmeyi düşünüyorum,0
